months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
174,36,629918,2005-10-14,100/300,2000,1278.75,0,FEMALE,College,tech-support,paintball,own-child,53200,-53800,2015-02-06,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,3,?,2,2,NO,65400,10900,10900,43600,Dodge,RAM,2012,N,,,,,,,,DT6 6SG,South West,2024-02-06,0.0,0.0,5.5,37.5,12.4
95,28,208298,1990-11-03,250/500,1000,773.99,0,MALE,Associate,armed-forces,board-games,other-relative,0,-70300,2015-01-01,Vehicle Theft,?,Trivial Damage,,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014,N,,,,,,,,ML9 2SA,,2023-01-01,,,2.6,16.4,3.7
371,51,513099,2005-10-15,500/1000,1000,1532.47,0,FEMALE,Associate,tech-support,golf,other-relative,60300,-24700,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,YES,0,3,YES,75400,7540,15080,52780,Dodge,RAM,2012,Y,,,,,,,,KY15 7BA,,2023-01-19,,,0.0,25.2,4.0
2,28,184938,1999-05-22,250/500,1000,1340.56,0,FEMALE,JD,machine-op-inspct,golf,not-in-family,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Minor Damage,Fire,19,1,YES,0,2,YES,58140,6460,6460,45220,Saab,92x,2008,N,M1 1AE,North West,,,0.6,12.0,2.2,ME9 8WL,South East,2023-01-17,,,0.0,9.3,1.8
269,44,187775,2002-12-21,100/300,500,1297.75,4000000,FEMALE,JD,other-service,chess,own-child,0,-41400,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,Tahoe,2010,Y,,,,,,,,LA14 5DF,North West,2023-02-01,,,9.5,39.3,8.0
101,27,326322,2007-02-10,250/500,1000,433.33,0,MALE,Masters,machine-op-inspct,golf,other-relative,25900,0,2015-01-02,Parked Car,?,Minor Damage,,7,1,?,0,3,NO,5900,1180,590,4130,Mercedes,E400,2009,N,,,,,,,,ME9 8WL,South East,2024-01-02,24.0,0.0,10.2,45.9,12.7
94,30,146138,2002-03-01,250/500,2000,1025.54,0,FEMALE,High School,armed-forces,paintball,other-relative,0,-52600,2015-02-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,19,1,?,1,3,YES,64100,6410,6410,51280,Chevrolet,Malibu,2001,N,,,,,,,,LU7 2QH,East of England,2023-02-20,,,0.0,29.0,11.5
117,28,336047,2003-04-21,250/500,500,1264.77,0,FEMALE,Associate,transport-moving,yachting,unmarried,47500,-32500,2015-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,2,YES,0,1,?,55440,5040,10080,40320,Suburu,Forrestor,2009,Y,,,,,,,,KT22 9AD,South East,2024-02-05,128.0,10.0,0.4,33.3,10.7
111,27,532330,2002-09-22,250/500,500,1459.97,5000000,MALE,MD,sales,yachting,other-relative,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,7350,14700,58800,Ford,F150,2011,Y,,,,,,,,LL30 3PD,,2024-02-27,28.0,0.0,2.9,29.8,9.3
242,40,118137,1998-02-10,100/300,500,1238.65,0,FEMALE,High School,transport-moving,bungie-jumping,husband,0,-44600,2015-01-27,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,1,NO,7480,680,680,6120,Saab,95,1998,N,SW1A 1AA,London,,,0.0,21.5,7.1,G11 5HD,,2024-01-27,2.0,0.0,0.3,29.0,8.7
440,61,212674,1992-09-01,250/500,500,1050.76,0,MALE,PhD,transport-moving,movies,wife,41500,-70200,2015-01-26,Single Vehicle Collision,Side Collision,Major Damage,Fire,21,1,?,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004,Y,,,,,,,,BT63 5JA,,2024-01-26,119.0,2.0,1.3,33.6,10.5
20,23,935596,1999-05-01,500/1000,1000,1711.72,0,FEMALE,JD,tech-support,base-jumping,wife,0,0,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,2002,Y,OX1 1AA,South East,363.0,6.0,0.0,11.3,4.8,WR11 3JT,West Midlands,2023-01-13,,,0.3,33.8,9.2
461,57,737593,1997-12-19,100/300,500,865.33,7000000,FEMALE,High School,farming-fishing,golf,own-child,0,0,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,7,3,NO,0,1,?,59040,9840,9840,39360,Dodge,RAM,1995,N,NR35 1AA,East of England,30.0,2.0,0.1,17.4,4.5,LS14 3HF,Yorkshire and The Humber,2023-01-14,,,6.7,42.6,9.0
208,36,812025,2000-06-18,250/500,500,1153.49,0,MALE,Associate,craft-repair,base-jumping,other-relative,0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,YES,1,0,YES,50500,10100,5050,35350,Accura,TL,2004,N,OX1 1AA,South East,,,4.4,16.4,9.2,IM4 7JQ,,2023-02-22,,,,,
279,43,168151,1995-04-24,500/1000,2000,1281.25,0,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,0,1,NO,57690,6410,12820,38460,Mercedes,C300,2010,Y,BN1 1AA,South East,1309.0,46.0,0.0,22.7,2.9,DE56 2JB,East Midlands,2023-01-17,,,0.0,18.5,1.4
244,40,594739,2006-06-16,100/300,500,1342.8,0,FEMALE,MD,sales,base-jumping,husband,0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,2,1,YES,1,3,YES,5940,660,660,4620,Toyota,Camry,2014,N,SW1A 1AA,London,,,0.2,27.0,11.1,LU2 7LL,East of England,2023-02-02,,,0.0,28.5,10.5
134,30,843227,2007-09-28,250/500,2000,1443.32,0,FEMALE,PhD,exec-managerial,dancing,unmarried,0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,?,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,1995,Y,S1 1AA,Yorkshire and The Humber,1118.0,66.0,0.0,14.5,4.2,KY15 7BA,,2024-01-07,0.0,0.0,0.0,9.7,0.4
122,29,283925,1991-11-21,250/500,1000,1629.94,0,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0,-47100,2015-02-02,Parked Car,?,Trivial Damage,,17,1,?,0,1,NO,3850,350,350,3150,Dodge,Neon,2014,N,OX1 1AA,South East,388.0,4.0,0.0,31.3,11.7,BT56 8FW,,2024-02-02,41.0,1.0,0.6,30.9,12.7
156,31,475588,1996-09-21,100/300,2000,1134.08,0,MALE,PhD,other-service,reading,husband,0,0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,3,1,?,2,0,?,59000,5900,5900,47200,Ford,Fusion,2013,Y,,,,,,,,G61 3LF,,2023-02-07,,,0.5,17.8,8.1
232,43,751905,2001-05-16,250/500,500,1483.91,8000000,MALE,College,machine-op-inspct,golf,husband,0,-33600,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,17,3,NO,0,1,?,70600,7060,14120,49420,Volkswagen,Passat,2013,Y,GL54 1AA,South West,9.0,1.0,0.0,15.8,0.9,NG34 8NE,East Midlands,2023-01-18,,,0.0,23.2,4.3
244,40,226725,1999-08-11,500/1000,2000,1304.67,7000000,MALE,Masters,armed-forces,base-jumping,other-relative,0,-45000,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,?,1,1,?,61490,5590,11180,44720,Dodge,RAM,2001,N,,,,,,,,M24 2GB,North West,2024-01-10,0.0,0.0,0.0,31.1,5.7
84,30,942504,2003-06-16,500/1000,2000,1035.79,0,FEMALE,MD,protective-serv,kayaking,wife,44400,-51500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,2010,N,NG1 1AA,East Midlands,1431.0,58.0,0.4,21.3,11.5,IM4 7JQ,,2024-01-30,,,,,
394,57,395572,1999-03-30,250/500,500,1401.2,0,FEMALE,High School,craft-repair,movies,own-child,51500,0,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,A5,1999,N,,,,,,,,KY15 7BA,,2024-01-25,0.0,0.0,4.0,28.0,10.6
246,45,889883,1999-02-03,250/500,1000,1665.45,0,MALE,JD,machine-op-inspct,hiking,wife,34400,-33100,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,?,2,2,?,53280,11840,5920,35520,Toyota,Camry,2006,Y,S1 1AA,Yorkshire and The Humber,1118.0,66.0,7.5,18.4,11.4,LU2 7LL,East of England,2024-01-29,850.0,62.0,1.7,25.7,12.2
35,29,818167,2011-08-25,500/1000,2000,653.66,0,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100,-46900,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,X5,2009,N,OX1 1AA,South East,388.0,4.0,0.3,9.4,7.5,LS14 3HF,Yorkshire and The Humber,2024-02-24,9.0,0.0,0.1,9.2,8.3
156,37,277767,2010-06-28,100/300,500,1080.13,0,MALE,Associate,protective-serv,reading,other-relative,0,-61000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,Pathfinder,2001,N,SW1A 1AA,London,,,0.9,35.9,13.1,BT56 8FW,,2024-01-04,42.0,1.0,0.0,13.3,7.9
195,36,842618,2001-11-06,100/300,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,camping,wife,57800,-53300,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,2007,N,,,,,,,,RM12 4BG,London,2024-02-25,420.0,26.0,3.3,30.5,8.6
369,55,577810,2013-04-15,250/500,2000,1589.54,0,MALE,College,handlers-cleaners,camping,husband,55400,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,?,2,0,YES,85300,17060,8530,59710,Toyota,Highlander,2003,N,NG1 1AA,East Midlands,1431.0,58.0,0.0,21.9,7.4,TW3 1GN,London,2023-01-27,,,0.0,20.6,7.2
271,40,873114,1995-12-07,100/300,1000,1251.65,0,FEMALE,Associate,other-service,camping,wife,71200,0,2015-02-19,Parked Car,?,Minor Damage,,6,1,NO,0,0,NO,3080,560,280,2240,Audi,A3,2012,N,YO61 1AA,Yorkshire and The Humber,,,0.1,27.7,10.5,LS14 3HF,Yorkshire and The Humber,2023-02-19,,,0.3,30.7,10.3
332,47,994538,1991-11-01,100/300,2000,1083.01,0,MALE,MD,craft-repair,paintball,other-relative,91900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,Grand Cherokee,2010,Y,,,,,,,,SN11 8UB,South West,2024-01-31,13.0,0.0,0.8,30.7,10.5
107,26,727792,2014-05-19,100/300,500,974.59,0,FEMALE,JD,armed-forces,skydiving,wife,62800,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,?,1,0,NO,59700,11940,11940,35820,Nissan,Ultima,2002,N,,,,,,,,KY15 7BA,,2023-01-18,,,0.0,23.6,3.3
217,39,522506,1992-03-15,500/1000,2000,1399.85,0,FEMALE,Masters,other-service,skydiving,other-relative,49900,-19800,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,?,64920,10820,10820,43280,Ford,Fusion,1997,N,,,,,,,,WS1 4HS,West Midlands,2024-01-10,624.0,52.0,0.0,24.3,4.4
243,43,367595,2006-02-03,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,2008,N,,,,,,,,DT2 0GA,South West,2024-01-28,1.0,0.0,0.0,23.4,10.4
296,42,586104,2003-03-16,250/500,2000,1219.27,0,MALE,Associate,tech-support,paintball,husband,53100,-63400,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,2012,N,M1 1AE,North West,16.0,0.0,3.6,17.0,10.7,LS14 3HF,Yorkshire and The Humber,2024-02-16,9.0,0.0,2.6,21.6,11.3
264,41,424862,2002-10-16,100/300,500,1411.3,0,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,M5,2004,Y,S1 1AA,Yorkshire and The Humber,1104.0,75.0,16.3,22.4,2.4,TW3 1GN,London,2023-02-08,,,0.0,9.5,6.9
108,33,512813,1990-01-27,100/300,2000,694.45,0,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,?,0,1,YES,64350,5850,11700,46800,Nissan,Pathfinder,2011,Y,,,,,,,,DT6 6SG,South West,2024-01-20,0.0,0.0,1.6,44.4,7.0
32,38,356768,2010-03-11,100/300,500,1006.77,6000000,FEMALE,College,other-service,sleeping,own-child,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,N,NR35 1AA,East of England,,,0.0,11.3,7.3,TW3 1GN,London,2023-02-06,,,0.0,10.3,8.2
259,39,330506,1995-09-19,250/500,1000,1422.36,0,FEMALE,JD,craft-repair,movies,unmarried,0,-83900,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,?,46560,7760,7760,31040,Nissan,Ultima,2012,N,,,,,,,,DT6 6SG,South West,2024-01-24,0.0,0.0,0.1,33.5,12.3
186,33,779075,2010-02-27,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,cross-fit,wife,37600,-37600,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,3,1,NO,2,1,?,4730,860,860,3010,Chevrolet,Malibu,2013,Y,,,,,,,,PO19 6EU,South East,2024-01-14,254.0,3.0,0.0,14.3,5.7
201,40,799501,1991-12-28,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003,N,,,,,,,,LL30 3PD,,2024-02-18,28.0,0.0,11.7,19.6,11.6
436,58,987905,2002-04-30,250/500,2000,1407.01,5000000,MALE,PhD,tech-support,sleeping,other-relative,47400,-27600,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,?,0,2,?,59900,11980,5990,41930,BMW,X5,1997,Y,YO61 1AA,Yorkshire and The Humber,,,13.2,37.4,12.8,KT22 9AD,South East,2024-01-10,105.0,8.0,0.0,23.8,4.1
189,36,967756,2007-04-28,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009,N,NG1 1AA,East Midlands,1359.0,24.0,5.2,22.9,9.4,NG34 8NE,East Midlands,2023-02-13,,,0.0,14.8,9.2
105,33,830414,1996-07-08,500/1000,500,1310.76,0,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-40900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,MDX,2008,N,,,,,,,,DE56 2JB,East Midlands,2024-02-17,9.0,0.0,6.8,24.0,12.0
163,31,127313,2002-04-01,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,N,YO61 1AA,Yorkshire and The Humber,,,5.7,36.1,11.7,LU7 2QH,East of England,2024-01-07,84.0,3.0,0.0,21.7,3.6
219,40,786957,2006-10-29,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,2015-01-29,Vehicle Theft,?,Trivial Damage,,6,1,?,1,0,NO,6400,640,640,5120,Toyota,Camry,1997,N,NR35 1AA,East of England,30.0,2.0,0.0,20.5,12.4,G11 5HD,,2023-01-29,,,3.5,34.9,9.1
88,25,332892,2007-10-25,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,movies,husband,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013,Y,BN1 1AA,South East,1277.0,44.0,2.9,34.7,10.7,ME9 8WL,South East,2024-02-13,27.0,0.0,1.0,28.9,10.8
40,39,448642,2001-03-28,500/1000,1000,1248.25,4000000,FEMALE,College,sales,hiking,own-child,0,-33300,2015-02-01,Parked Car,?,Minor Damage,Police,8,1,NO,0,2,?,8760,1460,1460,5840,BMW,3 Series,2013,N,,,,,,,,ML9 2SA,,2024-02-01,1.0,0.0,0.4,29.9,8.0
284,42,526039,1995-05-04,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,?,94160,8560,17120,68480,Chevrolet,Malibu,1996,N,,,,,,,,EX8 5DT,South West,2024-01-29,16.0,0.0,4.8,31.7,12.0
59,40,444422,2011-09-28,250/500,2000,782.23,0,MALE,College,protective-serv,golf,other-relative,64200,-32300,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,?,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,N,,,,,,,,PL13 1ET,South West,2024-02-06,29.0,0.0,8.3,42.4,11.9
39,31,689500,2003-01-28,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,X6,2014,Y,NG1 1AA,East Midlands,1431.0,58.0,0.0,21.6,10.4,IM4 7JQ,,2024-01-28,,,,,
147,34,806081,2011-02-01,500/1000,1000,1275.81,0,MALE,High School,sales,dancing,wife,0,-48300,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,ML350,1998,N,BN1 1AA,South East,1309.0,46.0,2.0,54.9,11.0,TW3 1GN,London,2024-01-21,688.0,43.0,1.7,46.6,11.7
156,37,384618,1993-02-09,250/500,500,1090.65,0,MALE,High School,exec-managerial,golf,unmarried,0,-51800,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,Civic,2010,Y,OX1 1AA,South East,363.0,6.0,0.0,13.7,3.4,TW3 1GN,London,2023-01-16,,,11.8,26.6,4.9
123,31,756459,2005-08-05,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009,N,NG1 1AA,East Midlands,1359.0,24.0,7.3,25.2,13.3,DT2 0GA,South West,2024-02-17,0.0,0.0,13.2,29.5,10.8
231,43,655787,2006-06-17,250/500,2000,972.47,0,MALE,College,protective-serv,reading,wife,0,-58100,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010,N,,,,,,,,KT22 9AD,South East,2023-02-01,,,0.0,30.1,9.5
247,39,419954,1993-12-07,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,dancing,wife,0,0,2015-02-25,Parked Car,?,Trivial Damage,Police,3,1,?,2,3,?,3300,600,0,2700,Dodge,RAM,2003,N,,,,,,,,IM4 7JQ,,2023-02-25,,,,,
194,35,275092,2012-03-14,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,2015-02-26,Parked Car,?,Minor Damage,,7,1,YES,1,0,?,5940,1080,540,4320,Nissan,Pathfinder,2003,N,,,,,,,,DT6 6SG,South West,2024-02-26,0.0,0.0,2.7,46.5,8.2
119,27,515698,1997-08-05,250/500,2000,1097.64,0,MALE,High School,transport-moving,video-games,other-relative,27100,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,TL,2006,N,,,,,,,,PO19 6EU,South East,2024-02-06,266.0,3.0,3.2,42.5,11.7
259,43,132871,2009-07-05,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008,N,GL54 1AA,South West,,,0.0,24.9,10.5,KT22 9AD,South East,2024-02-03,128.0,10.0,0.0,24.7,12.6
107,31,714929,1994-11-25,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,CRV,2001,N,SW1A 1AA,London,,,0.0,21.5,7.1,WR11 3JT,West Midlands,2023-01-27,,,0.0,13.2,5.7
48,44,297816,1997-02-03,100/300,2000,1400.74,0,MALE,College,sales,base-jumping,other-relative,34000,-55600,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,Wrangler,2013,N,OX1 1AA,South East,363.0,6.0,7.4,46.9,11.7,NE9 7EY,North East,2024-01-21,130.0,5.0,15.6,48.0,12.2
267,40,426708,2009-10-09,250/500,500,1155.53,5000000,MALE,JD,transport-moving,camping,wife,0,-35200,2015-01-24,Parked Car,?,Trivial Damage,Police,5,1,?,0,2,NO,5670,1260,630,3780,Ford,F150,1997,N,,,,,,,,G11 5HD,,2023-01-24,,,0.3,15.9,9.1
286,47,615047,2002-11-20,250/500,500,1386.93,0,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,2001,N,,,,,,,,ME9 8WL,South East,2024-01-17,24.0,0.0,0.0,17.6,2.6
175,34,771236,1995-05-29,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,?,2,1,YES,36720,4080,4080,28560,Honda,Accord,2009,Y,,,,,,,,LL30 3PD,,2023-02-23,,,0.3,20.4,6.3
111,29,235869,2011-01-22,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,?,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,1996,Y,,,,,,,,PO19 6EU,South East,2023-01-09,,,0.4,28.4,8.5
151,37,931625,2012-10-18,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,1998,Y,BN1 1AA,South East,1277.0,44.0,2.5,25.4,13.2,PO19 6EU,South East,2023-02-15,,,0.4,17.6,10.5
156,37,371635,1991-10-13,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,?,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,1999,N,S1 1AA,Yorkshire and The Humber,1118.0,66.0,0.0,26.0,2.9,TA6 4ET,South West,2023-01-16,,,6.4,27.2,5.6
165,36,427199,2010-10-01,250/500,2000,1247.87,0,MALE,Masters,armed-forces,golf,husband,0,-39700,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,N,NG1 1AA,East Midlands,,,9.2,33.8,10.8,LL30 3PD,,2023-01-14,,,17.0,29.6,10.1
253,41,261315,2013-04-10,100/300,2000,1312.75,0,FEMALE,PhD,sales,dancing,other-relative,81300,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,Camry,2014,Y,,,,,,,,M24 2GB,North West,2023-01-01,,,11.2,25.7,8.8
10,26,582973,2008-06-11,100/300,2000,765.64,0,MALE,MD,sales,base-jumping,not-in-family,0,-22200,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,0,3,?,31350,2850,5700,22800,Honda,Accord,2001,Y,,,,,,,,PO19 6EU,South East,2023-02-16,,,0.7,28.8,11.1
158,33,278091,2013-12-04,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,?,0,0,?,35000,3500,7000,24500,Suburu,Legacy,2012,N,,,,,,,,IM4 7JQ,,2024-01-04,,,,,
436,59,153154,2010-08-21,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,board-games,own-child,39000,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,?,2,2,NO,68000,13600,6800,47600,Toyota,Corolla,2014,N,,,,,,,,DT2 0GA,South West,2023-01-12,,,12.5,43.3,10.7
91,30,515217,2010-06-18,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,?,84500,13000,13000,58500,BMW,X6,2009,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-01-08,,,1.3,27.7,7.7
256,42,860497,1992-04-10,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,?,75500,7550,15100,52850,Nissan,Ultima,1998,N,S1 1AA,Yorkshire and The Humber,1118.0,66.0,2.9,44.8,11.9,LS14 3HF,Yorkshire and The Humber,2023-01-22,,,0.0,14.5,2.4
274,46,351741,1997-02-03,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,?,90600,15100,15100,60400,BMW,X5,2009,N,,,,,,,,M24 2GB,North West,2023-01-13,,,3.0,37.1,7.4
